#separator:comma
#deck column:18
13,ある日,あるひ,ある日[ひ],名,one day,某一天,ある 日[ひ]、 家[いえ]の 前[まえ]に 黒猫[くろねこ]がいました。,有一天，一只黑猫出现在我家门口。,"＋あるとき one time, at a given time / 某个时候
＋ある人ひとa (given) person / 某人
＋ある町まちa (given) town / 某个城市
＋ある国くにa (given) country / 某个国家",表示过去某个不明确的日子，还可表示某个不限定的时间点。,[sound:JLPT_TangoN4_Word_13.mp3],[sound:JLPT_TangoN4_Sentence_13.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
14,昼間,ひるま,昼間[ひるま],名,"daytime, day",白天,このあたりは 昼間[ひるま]は 人[ひと]が 多[おお]いですが、 夜[よる]はしずかです。,这一带白天人多，晚上安静。,,,[sound:JLPT_TangoN4_Word_14.mp3],[sound:JLPT_TangoN4_Sentence_14.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
15,夕方,ゆうがた,夕方[ゆうがた],名,evening,傍晚,夕方[ゆうがた]から 強[つよ]い 雨[あめ]が 降[ふ]るそうです。,听说傍晚开始下大雨。,,,[sound:JLPT_TangoN4_Word_15.mp3],[sound:JLPT_TangoN4_Sentence_15.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
16,夜中,よなか,夜中[よなか],名,late night,深夜,毎日[まいにち]、 夜中[よなか]まで 勉強[べんきょう]しています。,我每天学习到深夜。,＋真夜中[ま よ なか] midnight / 半夜，三更半夜,,[sound:JLPT_TangoN4_Word_16.mp3],[sound:JLPT_TangoN4_Sentence_16.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
17,明日,あす,明日[あす],名,tomorrow,明天,明日[あす]の 午後[ごご]までにメールを 送[おく]ってください。,邮件请在明天下午之前发。,＝明日[あした],“明日”在工作场景中念“あす”，在一般交流中念“あした”。,[sound:JLPT_TangoN4_Word_17.mp3],[sound:JLPT_TangoN4_Sentence_17.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
18,おととい,おととい,おととい,名,the day before yesterday,前天,かぜをひいて、おとといから 熱[ねつ]があります。,我感冒了，从前天开始发烧。,,,[sound:JLPT_TangoN4_Word_18.mp3],[sound:JLPT_TangoN4_Sentence_18.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
19,ゆうべ,ゆうべ,ゆうべ,名,"evening, last night",昨晚,ゆうべ、うちでパーティーをしました。,昨晚，我在家里办了一场派对。,＝きのうの  晩[ばん]・きのうの  夜[よる],,[sound:JLPT_TangoN4_Word_19.mp3],[sound:JLPT_TangoN4_Sentence_19.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
20,今夜,こんや,今夜[こんや],名,tonight,今晚,今夜[こんや]はとても 寒[さむ]いです。,今晚非常冷。,＝今晩[こんばん],,[sound:JLPT_TangoN4_Word_20.mp3],[sound:JLPT_TangoN4_Sentence_20.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
21,今週,こんしゅう,今週[こんしゅう],名,this week,这周,今週[こんしゅう]は、あまりいそがしくないです。,我这周不太忙。,,,[sound:JLPT_TangoN4_Word_21.mp3],[sound:JLPT_TangoN4_Sentence_21.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
22,今月,こんげつ,今月[こんげつ],名,this month,这个月,今月[こんげつ]、 大切[たいせつ]なテストが3[みっ]つもあります。,这个月有3门重要的考试。,,,[sound:JLPT_TangoN4_Word_22.mp3],[sound:JLPT_TangoN4_Sentence_22.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
23,再来週,さらいしゅう,再来週[さらいしゅう],名,the week after next,下下周,来週[らいしゅう]はいそがしいので、 再来週[さらいしゅう] 会[あ]いましょう。,我下周很忙，我们下下周见吧。,,,[sound:JLPT_TangoN4_Word_23.mp3],[sound:JLPT_TangoN4_Sentence_23.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
24,再来月,さらいげつ,再来月[さらいげつ],名,the month after next,下下个月,再来月[さらいげつ]から1 年間[いちねんかん]ニューヨークへ 行[い]きます。,下下个月开始，我要去纽约待一年。,,,[sound:JLPT_TangoN4_Word_24.mp3],[sound:JLPT_TangoN4_Sentence_24.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
25,再来年,さらいねん,再来年[さらいねん],名,the year after next,后年,再来年[さらいねん]、この 国[くに]でオリンピックがあります。,后年，这个国家将举办奥运会。,,,[sound:JLPT_TangoN4_Word_25.mp3],[sound:JLPT_TangoN4_Sentence_25.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
26,おととし,おととし,おととし,名,the year before last,前年,日本[にほん]へ 来[き]たのはおととしの4 月[しがつ]です。,我是前年4月来到日本的。,,,[sound:JLPT_TangoN4_Word_26.mp3],[sound:JLPT_TangoN4_Sentence_26.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
27,毎週,まいしゅう,毎週[まいしゅう],名,every week,每周,毎週[まいしゅう] 土曜日[どようび]は 友[とも]だちとテニスをしています。,我每周六和朋友打网球。,,,[sound:JLPT_TangoN4_Word_27.mp3],[sound:JLPT_TangoN4_Sentence_27.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
28,毎月,まいつき,毎月[まいつき],名,every month,每月,毎月[まいつき] 二十日[はつか]にアルバイト 代[だい]がもらえます。,每月20日可以领到打工的工钱。,,,[sound:JLPT_TangoN4_Word_28.mp3],[sound:JLPT_TangoN4_Sentence_28.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
29,毎年,まいとし,毎年[まいとし],名,every year,每年,毎年[まいとし]、クリスマスに 国[くに]へ 帰[かえ]ります。,我每年圣诞节回国。,,,[sound:JLPT_TangoN4_Word_29.mp3],[sound:JLPT_TangoN4_Sentence_29.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
30,平日,へいじつ,平日[へいじつ],名,weekday,平常；平日,平日[へいじつ]は 仕事[しごと]がとてもいそがしいです。,平日，我工作非常忙。,＋週末[しゅうまつ] weekend / 周末,,[sound:JLPT_TangoN4_Word_30.mp3],[sound:JLPT_TangoN4_Sentence_30.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
31,最初,さいしょ,最初[さいしょ],名,first,第一；最初,最初に「あいうえお」をおぼえました。,一开始，我学习了日语的5个元音。,,,[sound:JLPT_TangoN4_Word_31.mp3],[sound:JLPT_TangoN4_Sentence_31.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
32,最中,さいちゅう,最中[さいちゅう],名,in the middle (of doing ~),正在……的时候,テストの 最中[さいちゅう]に 教室[きょうしつ]を 出[で]てはいけません。,考试期间不能出教室。,,,[sound:JLPT_TangoN4_Word_32.mp3],[sound:JLPT_TangoN4_Sentence_32.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
33,最後,さいご,最後[さいご],名,last,最后,このバスは 最後[さいご]に 東京駅[とうきょうえき]に 着[つ]きます。,这趟公交车最后停在东京站。,,,[sound:JLPT_TangoN4_Word_33.mp3],[sound:JLPT_TangoN4_Sentence_33.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
34,先に,さきに,先[さき]に,副,"first, before, ahead of",先,"A「お 昼[ひる]ごはんに 行[い]きましょう。」
B「 私[わたし]はまだ 仕事[しごと]があるので、 先[さき]に 行[い]ってください。」","A：吃午饭去吧。
B：我还有工作，你先去吧。",,,[sound:JLPT_TangoN4_Word_34.mp3],[sound:JLPT_TangoN4_Sentence_34.mp3],1,1,私たちの毎日,時間,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 1 時間
35,夫,おっと,夫[おっと],名,husband,丈夫,夫[おっと]は 毎日[まいにち]おそくまで 仕事[しごと]をしています。,我丈夫每天都工作到很晚。,＋主人[しゅじん] my husband / 丈夫,称别人的丈夫时说“ご主人”。,[sound:JLPT_TangoN4_Word_35.mp3],[sound:JLPT_TangoN4_Sentence_35.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
36,つま,つま,つま,名,wife,妻子,つまはカレーが 大好[だいす]きです。,我妻子非常喜欢咖喱。,＋家内[か ない] my wife / 妻子,称别人的妻子时说“おくさん（おくさま）”。,[sound:JLPT_TangoN4_Word_36.mp3],[sound:JLPT_TangoN4_Sentence_36.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
37,両親,りょうしん,両親[りょうしん],名,parents,父母,両親[りょうしん]はイギリスに 住[す]んでいます。,我父母住在英国。,,,[sound:JLPT_TangoN4_Word_37.mp3],[sound:JLPT_TangoN4_Sentence_37.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
38,むすこ,むすこ,むすこ,名,son,儿子,むすこは 小学校[しょうがっこう]からサッカーをやっています。,我儿子从小学开始踢足球。,,称别人的儿子时说“むすこさん”。,[sound:JLPT_TangoN4_Word_38.mp3],[sound:JLPT_TangoN4_Sentence_38.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
39,むすめ,むすめ,むすめ,名,daughter,女儿,むすめは 勉強[べんきょう]よりスポーツのほうが 好[す]きです。,我女儿喜欢体育胜过学习。,,称别人的女儿时说“むすめさん”“おじょうさん”。,[sound:JLPT_TangoN4_Word_39.mp3],[sound:JLPT_TangoN4_Sentence_39.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
40,お子さん,おこさん,お子[こ]さん,名,"child, children",孩子,先生[せんせい]のお 子[こ]さんは 今中学生[いまちゅうがくせい]ですか。,老师，您的孩子现在是中学生吗？,,,[sound:JLPT_TangoN4_Word_40.mp3],[sound:JLPT_TangoN4_Sentence_40.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
41,祖父,そふ,祖父[そふ],名,my grandfather,（外）祖父,祖父[そふ]は 小学校[しょうがっこう]の 先生[せんせい]でした。,我爷爷以前是小学教师。,"＋おじいさん grandfather, elderly man / 爷爷；老爷爷",,[sound:JLPT_TangoN4_Word_41.mp3],[sound:JLPT_TangoN4_Sentence_41.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
42,祖母,そぼ,祖母[そぼ],名,my grandmother,（外）祖母,私[わたし]は 祖母[そぼ]が 大好[だいす]きです。,我很喜欢我奶奶。,"＋おばあさん grandmother, elderly woman / 奶奶；老奶奶",,[sound:JLPT_TangoN4_Word_42.mp3],[sound:JLPT_TangoN4_Sentence_42.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
43,まご,まご,まご,名,grandchild,（外）孙子，（外）孙女,祖父[そふ]と 祖母[そぼ]にはまごが8 人[はちにん]います。,祖父母的孙辈有8个人。,,称别人的孙辈时说“おまごさん”。,[sound:JLPT_TangoN4_Word_43.mp3],[sound:JLPT_TangoN4_Sentence_43.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
44,おじ,おじ,おじ,名,my uncle,叔，伯，舅，姑丈，姨夫,このおじは 母[はは]の 弟[おとうと]です。,我的这个舅舅是我妈妈的弟弟。,"＋おじさん uncle, middle-aged man / 叔叔；中年男人",,[sound:JLPT_TangoN4_Word_44.mp3],[sound:JLPT_TangoN4_Sentence_44.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
45,おば,おば,おば,名,my aunt,婶，伯母，舅妈，姑，姨,おばはとても 料理[りょうり]が 上手[じょうず]です。,我姑姑做得一手好菜。,"＋おばさん aunt, elderly woman / 阿姨；中年女人",,[sound:JLPT_TangoN4_Word_45.mp3],[sound:JLPT_TangoN4_Sentence_45.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
46,親せき,しんせき,親[しん]せき,名,relatives,亲戚,姉[あね]の 結婚式[けっこんしき]に 親[しん]せきがたくさん 来[き]ます。,姐姐的婚礼上会来许多亲戚。,,,[sound:JLPT_TangoN4_Word_46.mp3],[sound:JLPT_TangoN4_Sentence_46.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
47,ペット,ペット,ペット,名,pet,宠物,このアパートでペットは 飼[か]えません。,这栋公寓里不能养宠物。,＋ペットショップ pet shop / 宠物店,,[sound:JLPT_TangoN4_Word_47.mp3],[sound:JLPT_TangoN4_Sentence_47.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
48,似る,にる,似[に]る,動,"to look similar to, to resemble",像，相似,私[わたし]は 母[はは]に、 姉[あね]は 父[ちち]に 似[に]ています。,我像妈妈，姐姐像爸爸。,,通常以“似ている”的形式出现。,[sound:JLPT_TangoN4_Word_48.mp3],[sound:JLPT_TangoN4_Sentence_48.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
49,（心配を）かける,（しんぱい配を）かける,（心[しんぱい]配を）かける,動,"to make worry, to cause to worry",让……（担心）,両親[りょうしん]に 心配[しんぱい]をかけてはいけません。,不要让父母担心。,,,[sound:JLPT_TangoN4_Word_9.mp3],[sound:JLPT_TangoN4_Sentence_9.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
50,しかる,しかる,しかる,動,to scold,责备,子[こ]どものとき、 母[はは]によくしかられました。,我小时候经常被妈妈骂。,,,[sound:JLPT_TangoN4_Word_50.mp3],[sound:JLPT_TangoN4_Sentence_50.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
51,ほめる,ほめる,ほめる,動,to praise,表扬,テストで100 点[ひゃくてん]をとって、 父[ちち]にほめられました。,我考了100分，得到了爸爸的表扬。,,,[sound:JLPT_TangoN4_Word_51.mp3],[sound:JLPT_TangoN4_Sentence_51.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
52,飼う,かう,飼[か]う,動,"to own, to have",养,うさぎを 飼[か]ってみたいです。,我想试着养兔子。,,,[sound:JLPT_TangoN4_Word_52.mp3],[sound:JLPT_TangoN4_Sentence_52.mp3],1,2,私たちの毎日,家族,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 2 家族
53,アパート,アパート,アパート,名,apartment,公寓,今[いま]のアパートは 前[まえ]のところより 広[ひろ]いです。,现在这套房子比之前的大。,,,[sound:JLPT_TangoN4_Word_53.mp3],[sound:JLPT_TangoN4_Sentence_53.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
54,マンション,マンション,マンション,名,mansion,高级公寓,うちのマンションは 駅[えき]から 歩[ある]いて3 分[さんぷん]です。,从车站到我们住的（高级）公寓步行要3分钟。,,,[sound:JLPT_TangoN4_Word_54.mp3],[sound:JLPT_TangoN4_Sentence_54.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
55,家賃,やちん,家賃[やちん],名,rent,房租,来月[らいげつ]から 家賃[やちん]が 少[すこ]し 高[たか]くなります。,从下个月开始，房租会涨一些。,,,[sound:JLPT_TangoN4_Word_55.mp3],[sound:JLPT_TangoN4_Sentence_55.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
56,管理人,かんりにん,管理人[かんりにん],名,custodian,管理员,マンションにはいつも 管理人[かんりにん]さんがいます。,高级公寓里管理员随时都在。,,,[sound:JLPT_TangoN4_Word_56.mp3],[sound:JLPT_TangoN4_Sentence_56.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
57,住所,じゅうしょ,住所[じゅうしょ],名,address,地址，住址,田中[たなか]さんの 住所[じゅうしょ]を 知[し]っていますか。,你知道田中的住址吗？,,,[sound:JLPT_TangoN4_Word_57.mp3],[sound:JLPT_TangoN4_Sentence_57.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
58,建てる,たてる,建[た]てる,動,"to build, to raise",建，盖,しょうらい、 大[おお]きい 家[いえ]を 建[た]てたいです。,将来，我想盖一栋大房子。,,,[sound:JLPT_TangoN4_Word_58.mp3],[sound:JLPT_TangoN4_Sentence_58.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
59,建つ,たつ,建[た]つ,動,to be built,建，盖,となりに 大[おお]きいビルが 建[た]ちました。,隔壁建了一栋大楼。,,,[sound:JLPT_TangoN4_Word_59.mp3],[sound:JLPT_TangoN4_Sentence_59.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
60,立てる,たてる,立[た]てる,動,to stand (something),立，竖,ドアのところにかさを 立[た]てておきます。,我把伞立在门边。,,,[sound:JLPT_TangoN4_Word_60.mp3],[sound:JLPT_TangoN4_Sentence_60.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
61,立つ,たつ,立[た]つ,動,to stand (up),站，立,家[いえ]の 前[まえ]に 大[おお]きい 木[き]が 立[た]っています。,我家门前耸立着一棵大树。,,,[sound:JLPT_TangoN4_Word_61.mp3],[sound:JLPT_TangoN4_Sentence_61.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
62,ひっこし〈する〉,ひっこし〈する〉,ひっこし〈する〉,名,move,搬家,明日[あした]はひっこしです。,我明天搬家。,＋ひっこす to move / 搬家,,[sound:JLPT_TangoN4_Word_62.mp3],[sound:JLPT_TangoN4_Sentence_62.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
63,うつす,うつす,うつす,動,"to move, to relocate (something)",移，搬,となりの 部屋[へや]にテーブルをうつしました。,我把桌子移到隔壁房间了。,,,[sound:JLPT_TangoN4_Word_63.mp3],[sound:JLPT_TangoN4_Sentence_63.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
64,うつる,うつる,うつる,動,"to move, to relocate",搬，迁,駅前[えきまえ]のビルに 郵便局[ゆうびんきょく]がうつります。,邮局要搬到车站前面的大楼里。,,,[sound:JLPT_TangoN4_Word_64.mp3],[sound:JLPT_TangoN4_Sentence_64.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
65,自宅,じたく,自宅[じたく],名,one's home,自己的住宅,これは 私[わたし]の 自宅[じたく]の 電話番号[でんわばんごう]です。,这是我家的电话号码。,,,[sound:JLPT_TangoN4_Word_65.mp3],[sound:JLPT_TangoN4_Sentence_65.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
66,お宅,おたく,お宅[たく],名,residence,贵府,先生[せんせい]のお 宅[たく]はどちらですか。,老师住哪里？,,,[sound:JLPT_TangoN4_Word_66.mp3],[sound:JLPT_TangoN4_Sentence_66.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
67,訪問〈する〉,ほうもん〈する〉,訪問[ほうもん]〈する〉,名,visit,访问，拜访,明日[あした]、 友[とも]だちの 家[いえ]を 訪問[ほうもん]します。,明天我要去朋友家。,,,[sound:JLPT_TangoN4_Word_67.mp3],[sound:JLPT_TangoN4_Sentence_67.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
68,招待〈する〉,しょうたい〈する〉,招待[しょうたい]〈する〉,名,invitation,邀请，款待,今度[こんど]の 週末[しゅうまつ]、 友[とも]だちを 家[いえ]に 招待[しょうたい]します。,我邀请朋友下周末来家里。,"＋招待状[しょうたいじょう] invitation, letter of invitation / 请帖，邀请函",,[sound:JLPT_TangoN4_Word_68.mp3],[sound:JLPT_TangoN4_Sentence_68.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
69,近所,きんじょ,近所[きんじょ],名,"nearby area, neighborhood",附近，近邻,近所[きんじょ]に 有名人[ゆうめいじん]が 住[す]んでいます。,附近住着一个名人。,,,[sound:JLPT_TangoN4_Word_69.mp3],[sound:JLPT_TangoN4_Sentence_69.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
70,周り,まわり,周[まわ]り,名,around,周围,家[いえ]の 周[まわ]りにさくらの 木[き]があります。,我家周围种着樱花树。,,,[sound:JLPT_TangoN4_Word_70.mp3],[sound:JLPT_TangoN4_Sentence_70.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
71,げんかん,げんかん,げんかん,名,entrance way,门口，大门,げんかんにくつがたくさんあります。,玄关有很多鞋子。,,,[sound:JLPT_TangoN4_Word_71.mp3],[sound:JLPT_TangoN4_Sentence_71.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
72,入り口（入口）,いりぐち（いりぐち）,入[い]り口[ぐち]（入口[いりぐち]）,名,entrance,门口，入口,"入[い]り 口[ぐち]で 部屋[へや]の 番号[ばんごう]を 押[お]してください。
",请在门口按房间号。 ,出口[でぐち],,[sound:JLPT_TangoN4_Word_72.mp3],[sound:JLPT_TangoN4_Sentence_72.mp3],1,3,私たちの毎日,家,万词对策::N4级 1500::Chapter 01 私たちの毎日::Section 3 家
